Lead Date,Platform,Campaign,Ad Name,Aff_param,Count(distinct profile_id)
2025-11-20,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,6
2025-11-20,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,8
2025-11-20,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,2
2025-11-20,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,5
2025-11-20,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,28
2025-11-20,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,4
2025-11-20,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,11
2025-11-20,Bing,Brand Search,Bing Brand Exact,AFF-3201,11
2025-11-20,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,12
2025-11-20,Google Search,Brand Search,Brand Core RSA,AFF-1201,16
2025-11-20,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,19
2025-11-20,Google Display,Prospecting Display,In-Market Display A,AFF-2201,14
2025-11-20,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,23
2025-11-21,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,3
2025-11-21,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,2
2025-11-21,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,4
2025-11-21,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,1
2025-11-21,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,3
2025-11-21,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,25
2025-11-21,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,8
2025-11-21,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,4
2025-11-21,Google Display,Prospecting Display,In-Market Display A,AFF-2201,6
2025-11-21,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,23
2025-11-21,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,18
2025-11-21,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,8
2025-11-21,Bing,Brand Search,Bing Brand Exact,AFF-3201,15
2025-11-21,Google Search,Brand Search,Brand Core RSA,AFF-1201,26
2025-11-22,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,4
2025-11-22,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,6
2025-11-22,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,3
2025-11-22,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,4
2025-11-22,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,8
2025-11-22,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,10
2025-11-22,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,25
2025-11-22,Google Search,Brand Search,Brand Core RSA,AFF-1201,15
2025-11-22,Google Display,Prospecting Display,In-Market Display A,AFF-2201,6
2025-11-22,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,10
2025-11-22,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,26
2025-11-22,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,8
2025-11-22,Bing,Brand Search,Bing Brand Exact,AFF-3201,5
2025-11-22,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,4
2025-11-23,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,3
2025-11-23,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,5
2025-11-23,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,3
2025-11-23,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,1
2025-11-23,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,8
2025-11-23,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,8
2025-11-23,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,27
2025-11-23,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,7
2025-11-23,Google Display,Prospecting Display,In-Market Display A,AFF-2201,9
2025-11-23,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,15
2025-11-23,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,12
2025-11-23,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,9
2025-11-23,Bing,Brand Search,Bing Brand Exact,AFF-3201,9
2025-11-23,Google Search,Brand Search,Brand Core RSA,AFF-1201,13
2025-11-24,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,31
2025-11-24,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,10
2025-11-24,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,5
2025-11-24,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,5
2025-11-24,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,6
2025-11-24,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,7
2025-11-24,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,7
2025-11-24,Google Search,Brand Search,Brand Core RSA,AFF-1201,18
2025-11-24,Google Display,Prospecting Display,In-Market Display A,AFF-2201,12
2025-11-24,Bing,Brand Search,Bing Brand Exact,AFF-3201,10
2025-11-24,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,10
2025-11-24,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,8
2025-11-24,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,14
2025-11-24,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,19
2025-11-25,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,3
2025-11-25,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,10
2025-11-25,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,2
2025-11-25,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,4
2025-11-25,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,6
2025-11-25,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,25
2025-11-25,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,7
2025-11-25,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,5
2025-11-25,Google Display,Prospecting Display,In-Market Display A,AFF-2201,5
2025-11-25,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,18
2025-11-25,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,18
2025-11-25,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,9
2025-11-25,Bing,Brand Search,Bing Brand Exact,AFF-3201,16
2025-11-25,Google Search,Brand Search,Brand Core RSA,AFF-1201,19
2025-11-26,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,9
2025-11-26,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,4
2025-11-26,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,5
2025-11-26,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,2
2025-11-26,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,5
2025-11-26,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,6
2025-11-26,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,27
2025-11-26,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,12
2025-11-26,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,12
2025-11-26,Google Display,Prospecting Display,In-Market Display A,AFF-2201,10
2025-11-26,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,21
2025-11-26,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,24
2025-11-26,Bing,Brand Search,Bing Brand Exact,AFF-3201,13
2025-11-26,Google Search,Brand Search,Brand Core RSA,AFF-1201,19
2025-11-27,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,8
2025-11-27,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,4
2025-11-27,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,3
2025-11-27,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,4
2025-11-27,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,7
2025-11-27,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,28
2025-11-27,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,5
2025-11-27,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,7
2025-11-27,Google Display,Prospecting Display,In-Market Display A,AFF-2201,12
2025-11-27,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,11
2025-11-27,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,18
2025-11-27,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,12
2025-11-27,Bing,Brand Search,Bing Brand Exact,AFF-3201,10
2025-11-27,Google Search,Brand Search,Brand Core RSA,AFF-1201,17
2025-11-28,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,5
2025-11-28,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,2
2025-11-28,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,2
2025-11-28,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,7
2025-11-28,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,5
2025-11-28,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,8
2025-11-28,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,29
2025-11-28,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,8
2025-11-28,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,8
2025-11-28,Google Display,Prospecting Display,In-Market Display A,AFF-2201,6
2025-11-28,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,13
2025-11-28,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,19
2025-11-28,Google Search,Brand Search,Brand Core RSA,AFF-1201,21
2025-11-28,Bing,Brand Search,Bing Brand Exact,AFF-3201,11
2025-11-29,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,3
2025-11-29,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,3
2025-11-29,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,7
2025-11-29,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,7
2025-11-29,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,5
2025-11-29,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,15
2025-11-29,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,9
2025-11-29,Google Display,Prospecting Display,In-Market Display A,AFF-2201,7
2025-11-29,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,16
2025-11-29,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,14
2025-11-29,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,4
2025-11-29,Bing,Brand Search,Bing Brand Exact,AFF-3201,13
2025-11-29,Google Search,Brand Search,Brand Core RSA,AFF-1201,20
2025-11-30,Google Search,Brand Search,Brand Core RSA,AFF-1201,12
2025-11-30,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,2
2025-11-30,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,2
2025-11-30,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,2
2025-11-30,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,3
2025-11-30,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,7
2025-11-30,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,5
2025-11-30,Bing,Brand Search,Bing Brand Exact,AFF-3201,9
2025-11-30,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,6
2025-11-30,Google Display,Prospecting Display,In-Market Display A,AFF-2201,6
2025-11-30,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,26
2025-11-30,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,21
2025-11-30,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,6
2025-11-30,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,33
2025-12-01,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,3
2025-12-01,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,3
2025-12-01,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,3
2025-12-01,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,4
2025-12-01,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,5
2025-12-01,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,7
2025-12-01,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,20
2025-12-01,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,7
2025-12-01,Google Display,Prospecting Display,In-Market Display A,AFF-2201,12
2025-12-01,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,14
2025-12-01,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,26
2025-12-01,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,8
2025-12-01,Bing,Brand Search,Bing Brand Exact,AFF-3201,6
2025-12-01,Google Search,Brand Search,Brand Core RSA,AFF-1201,9
2025-12-02,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,5
2025-12-02,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,2
2025-12-02,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,6
2025-12-02,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,7
2025-12-02,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,4
2025-12-02,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,17
2025-12-02,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,4
2025-12-02,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,6
2025-12-02,Google Display,Prospecting Display,In-Market Display A,AFF-2201,8
2025-12-02,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,8
2025-12-02,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,28
2025-12-02,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,11
2025-12-02,Bing,Brand Search,Bing Brand Exact,AFF-3201,14
2025-12-02,Google Search,Brand Search,Brand Core RSA,AFF-1201,10
2025-12-03,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,2
2025-12-03,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,4
2025-12-03,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,2
2025-12-03,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,4
2025-12-03,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,4
2025-12-03,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,2
2025-12-03,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,15
2025-12-03,Google Search,Brand Search,Brand Core RSA,AFF-1201,14
2025-12-03,Google Display,Prospecting Display,In-Market Display A,AFF-2201,3
2025-12-03,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,7
2025-12-03,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,15
2025-12-03,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,10
2025-12-03,Bing,Brand Search,Bing Brand Exact,AFF-3201,13
2025-12-03,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,4
2025-12-04,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,8
2025-12-04,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,7
2025-12-04,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,1
2025-12-04,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,2
2025-12-04,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,2
2025-12-04,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,17
2025-12-04,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,5
2025-12-04,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,5
2025-12-04,Bing,Brand Search,Bing Brand Exact,AFF-3201,7
2025-12-04,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,11
2025-12-04,Google Search,Brand Search,Brand Core RSA,AFF-1201,18
2025-12-04,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,14
2025-12-04,Google Display,Prospecting Display,In-Market Display A,AFF-2201,13
2025-12-04,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,18
2025-12-05,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,8
2025-12-05,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,6
2025-12-05,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,5
2025-12-05,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,4
2025-12-05,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,4
2025-12-05,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,22
2025-12-05,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,4
2025-12-05,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,5
2025-12-05,Google Display,Prospecting Display,In-Market Display A,AFF-2201,8
2025-12-05,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,12
2025-12-05,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,18
2025-12-05,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,5
2025-12-05,Bing,Brand Search,Bing Brand Exact,AFF-3201,7
2025-12-05,Google Search,Brand Search,Brand Core RSA,AFF-1201,19
2025-12-06,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,2
2025-12-06,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,3
2025-12-06,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,1
2025-12-06,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,2
2025-12-06,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,14
2025-12-06,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,6
2025-12-06,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,14
2025-12-06,Google Search,Brand Search,Brand Core RSA,AFF-1201,11
2025-12-06,Google Display,Prospecting Display,In-Market Display A,AFF-2201,9
2025-12-06,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,15
2025-12-06,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,21
2025-12-06,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,10
2025-12-06,Bing,Brand Search,Bing Brand Exact,AFF-3201,7
2025-12-06,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,4
2025-12-07,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,4
2025-12-07,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,3
2025-12-07,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,2
2025-12-07,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,3
2025-12-07,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,4
2025-12-07,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,6
2025-12-07,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,20
2025-12-07,Google Search,Brand Search,Brand Core RSA,AFF-1201,16
2025-12-07,Google Display,Prospecting Display,In-Market Display A,AFF-2201,7
2025-12-07,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,16
2025-12-07,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,21
2025-12-07,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,6
2025-12-07,Bing,Brand Search,Bing Brand Exact,AFF-3201,13
2025-12-07,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,8
2025-12-08,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,1
2025-12-08,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,7
2025-12-08,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,2
2025-12-08,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,7
2025-12-08,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,6
2025-12-08,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,16
2025-12-08,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,6
2025-12-08,Google Display,Prospecting Display,In-Market Display A,AFF-2201,10
2025-12-08,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,14
2025-12-08,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,13
2025-12-08,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,5
2025-12-08,Bing,Brand Search,Bing Brand Exact,AFF-3201,7
2025-12-08,Google Search,Brand Search,Brand Core RSA,AFF-1201,13
2025-12-09,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,3
2025-12-09,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,4
2025-12-09,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,1
2025-12-09,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,7
2025-12-09,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,7
2025-12-09,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,8
2025-12-09,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,18
2025-12-09,Google Search,Brand Search,Brand Core RSA,AFF-1201,10
2025-12-09,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,12
2025-12-09,Google Display,Prospecting Display,In-Market Display A,AFF-2201,9
2025-12-09,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,10
2025-12-09,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,18
2025-12-09,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,6
2025-12-09,Bing,Brand Search,Bing Brand Exact,AFF-3201,5
2025-12-10,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,3
2025-12-10,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,1
2025-12-10,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,2
2025-12-10,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,8
2025-12-10,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,7
2025-12-10,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,3
2025-12-10,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,15
2025-12-10,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,6
2025-12-10,Google Display,Prospecting Display,In-Market Display A,AFF-2201,10
2025-12-10,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,15
2025-12-10,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,16
2025-12-10,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,6
2025-12-10,Bing,Brand Search,Bing Brand Exact,AFF-3201,10
2025-12-10,Google Search,Brand Search,Brand Core RSA,AFF-1201,10
2025-12-11,Google Search,Brand Search,Brand Core RSA,AFF-1201,10
2025-12-11,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,4
2025-12-11,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,4
2025-12-11,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,4
2025-12-11,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,3
2025-12-11,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,5
2025-12-11,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,4
2025-12-11,Google Display,Prospecting Display,In-Market Display A,AFF-2201,10
2025-12-11,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,3
2025-12-11,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,15
2025-12-11,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,18
2025-12-11,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,6
2025-12-11,Bing,Brand Search,Bing Brand Exact,AFF-3201,6
2025-12-11,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,18
2025-12-12,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,3
2025-12-12,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,2
2025-12-12,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,8
2025-12-12,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,5
2025-12-12,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,4
2025-12-12,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,3
2025-12-12,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,24
2025-12-12,Bing,Brand Search,Bing Brand Exact,AFF-3201,8
2025-12-12,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,12
2025-12-12,Google Display,Prospecting Display,In-Market Display A,AFF-2201,16
2025-12-12,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,15
2025-12-12,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,20
2025-12-12,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,8
2025-12-12,Google Search,Brand Search,Brand Core RSA,AFF-1201,14
2025-12-13,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,3
2025-12-13,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,4
2025-12-13,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,2
2025-12-13,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,2
2025-12-13,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,5
2025-12-13,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,5
2025-12-13,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,17
2025-12-13,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,7
2025-12-13,Google Display,Prospecting Display,In-Market Display A,AFF-2201,5
2025-12-13,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,18
2025-12-13,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,24
2025-12-13,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,8
2025-12-13,Bing,Brand Search,Bing Brand Exact,AFF-3201,9
2025-12-13,Google Search,Brand Search,Brand Core RSA,AFF-1201,20
2025-12-14,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1
2025-12-14,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,3
2025-12-14,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,3
2025-12-14,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,3
2025-12-14,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,4
2025-12-14,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,8
2025-12-14,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,17
2025-12-14,Bing,Brand Search,Bing Brand Exact,AFF-3201,9
2025-12-14,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,5
2025-12-14,Google Display,Prospecting Display,In-Market Display A,AFF-2201,5
2025-12-14,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,18
2025-12-14,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,11
2025-12-14,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,8
2025-12-14,Google Search,Brand Search,Brand Core RSA,AFF-1201,15
2025-12-15,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,4
2025-12-15,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,3
2025-12-15,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,4
2025-12-15,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,1
2025-12-15,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,7
2025-12-15,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1
2025-12-15,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,27
2025-12-15,Google Search,Brand Search,Brand Core RSA,AFF-1201,16
2025-12-15,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,14
